item_name,description,github,gist,gitlab,bitbucket,launchpad,twitter,youtube,blogpost,cran,pypi,codeberg,website,publication,DOI,author1_name,author2_name,author3_name,author4_name,author5_name,author6_name,category,platform,tag1,tag2,tag3,tag4,tag5,notes,internetarchive
bioanth,"Bioanth is an R package that offers curated datasets and minimal helper functions to facilitate biological and forensic anthropology research. The package includes well-known cranial measurements, osteometric data, and optional transformations for data frames, enabling scientists interested in morphological studies to quickly access and prepare relevant data in R. While primarily focused on data availability, researchers can leverage additional R libraries for advanced statistical analysis, making this package a convenient starting point for investigating anthropological or forensic questions.",https://github.com/geanes/bioanth,,,,,,,,,,,,,,geanes,,,,,,Packages and libraries,R,Biological anthropology,,,,,,https://archive.org/details/github.com-geanes-bioanth_-_2015-02-27_03-40-21
roman-amphitheaters,"Roman-amphitheaters is a comprehensive digital repository that provides open-access geospatial and historical data on Roman amphitheaters. This resource includes location coordinates, architectural details, and chronological information drawn from multiple scholarly sources. Researchers and enthusiasts can use the included Jupyter notebooks to manipulate, visualize, or analyze the dataset, enabling deeper insights into the historical significance and distribution of these monumental structures. By combining a robust dataset with sample data processing tools, Roman-amphitheaters offers a valuable starting point for archaeological and historical science investigations focused on engineering, cultural, and spatial aspects of amphitheaters.",https://github.com/roman-amphitheaters/roman-amphitheaters,,,,,,,,,,,,,,roman-amphitheaters,,,,,,Lists and datasets,,Datasets,archhist-software-tool,,,,,https://archive.org/details/github.com-roman-amphitheaters-roman-amphitheaters_-_2021-05-29_14-30-00
caribbean-14C,"This repository provides a comprehensive dataset of anthropogenic radiocarbon dates from archaeological contexts in the Caribbean region. It consolidates published records from diverse field reports and academic studies, offering a vital resource for researchers investigating human activity, migration patterns, and cultural developments across the islands. By centralizing these chronological data, the project aims to facilitate comparative analyses and foster interdisciplinary collaboration in Caribbean archaeology. This data-based resource does not appear to provide specialized code or software for data processing, focusing instead on data compilation and accessibility.",https://github.com/philriris/caribbean-14C,,,,,,,,,,,,,,philriris,,,,,,Lists and datasets,,Datasets,"Radiocarbon dating, calibration and sequencing",,,,,https://archive.org/details/github.com-philriris-caribbean-14C_-_2021-06-21_10-55-36
Crop_Origins_Phylo,"Crop_Origins_Phylo is a data repository that compiles the origins and phylogenetic relationships of various crop plants. This resource includes a robust Crop Origins Database, which documents cultivation antiquity, geographic distributions, and morphological descriptors for a wide variety of food-producing species. Paired with the Phylo Food tree, which offers a time-calibrated phylogenetic structure, the repository provides a valuable reference for researchers exploring plant domestication patterns, evolutionary biology, and historical agro-ecological frameworks. Updated versions ensure continuous improvement, fostering deeper insights for comparative analyses and interdisciplinary investigations in botany, archaeology, and beyond.",https://github.com/rubenmilla/Crop_Origins_Phylo,,,,,,,,,,,,,,rubenmilla,,,,,,Lists and datasets,,Palaeobotany,,,,,,https://archive.org/details/github.com-rubenmilla-Crop_Origins_Phylo_-_2021-03-02_17-30-56
NERD,"This dataset compiles 10,647 radiocarbon dates from the Near East, spanning the Late Pleistocene (approximately 14 kya) to the Late Holocene (approximately 2 kya). It supports archaeological research by enabling chronological comparisons, calibration, and refined understanding of human-environment interactions over millennia. The dataset includes metadata on sample context, lab identification, and site details, making it an indispensable resource for cross-referencing data across various projects. Researchers can utilize it to investigate cultural transitions, population dynamics, and environmental events. By providing a thorough record of dated material, NERD fosters more comprehensive analyses of the region's past.",https://github.com/apalmisano82/NERD,,,,,,,,,,,,,,apalmisano82,,,,,,Lists and datasets,,Datasets,"Radiocarbon dating, calibration and sequencing",,,,,https://archive.org/details/github.com-apalmisano82-NERD_-_2021-04-08_11-31-14
RoomAccum,This software, known as RoomAccum, is a specialized simulation tool designed to model the accumulation of rooms over time within archaeological sites. Through computational methods, it helps researchers estimate population growth rates by focusing on how dwellings expand as communities evolve. By factorizing environmental constraints and cultural practices, the platform offers quantitative insights into societal growth models rooted in real archaeological data. Its results can inform broader interpretations of settlement patterns in ancient societies.,https://github.com/kintigh/RoomAccum,,,,,,,,,,,,,,kintigh,,,,,,Standalone software,,Simulation,Cultural evolution,archhist-software-tool,,,https://archive.org/details/github.com-kintigh-RoomAccum_-_2020-06-15_19-37-46
babylonian-hours,"Babylonian Hours is a digital application that calculates your current local time according to ancient Babylonian or 'seasonal' hours, in which the length of each hour changes with the season. By combining modern timekeeping with this historical concept, the tool provides insights into how ancient civilizations understood time, potentially supporting historical or educational analyses.",https://github.com/willismonroe/babylonian-hours,,,,,,,,,,,,,,willismonroe,,,,,,Standalone software,,Simulation,archhist-software-tool,,,,,https://archive.org/details/github.com-willismonroe-babylonian-hours_-_2019-01-05_20-36-50
pe-dictionary,"PE Dictionary is a Vue-based web application that provides an interactive interface for exploring the Proto-Elamite sign list. Originally developed as a resource for philologists and researchers of ancient languages, the application includes build scripts and a deploy process, enabling users to easily set up and run the dictionary locally. The repository features sign images and tools for searching or displaying entries, making it a valuable resource for anyone studying the earliest writing systems of ancient Elam. By supporting dynamic exploration, it contributes to the digital humanities domain.",https://github.com/willismonroe/pe-dictionary,,,,,,,,,,,,,,willismonroe,,,,,,Lists and datasets,,Datasets,Literary analysis and epigraphy,archhist-software-tool,,,,https://archive.org/details/github.com-willismonroe-pe-dictionary_-_2021-06-17_05-04-27
hammurabi-markov,"hammurabi-markov is a web-based application built with VueJS that uses Markov chain algorithms to generate humorous, pseudo-historical laws in the style of the ancient Code of Hammurabi. By parsing textual elements and reassembling them in new ways, the tool provides insights into the structure and style of historical texts, while also offering an entertaining glimpse into computational text generation methods. Researchers and students can experiment with the code to explore the potential of Markov models in epigraphy and historical text analysis.",https://github.com/willismonroe/hammurabi-markov,,,,,,,,,,,,,,willismonroe,,,,,,Standalone software,,Simulation,Literary analysis and epigraphy,archhist-software-tool,,,,,https://archive.org/details/github.com-willismonroe-hammurabi-markov_-_2021-05-07_17-40-49
cleanc14,"cleanc14 is an R package that streamlines data cleaning and standardization processes for radiocarbon (14C) data typically used in areas such as archaeology, palaeontology, and geosciences. The tool facilitates consistent data formatting, thorough error-checking, and integration of metadata, reducing manual tasks to ensure reliable analyses for chronological modeling or calibration. By automating key aspects of the curation process, it helps researchers achieve more accurate results and focus on interpretive aspects of radiocarbon data. Its functionalities support reproducible research practices and enhance collaboration among researchers working with large or complex datasets.",https://github.com/joeroe/cleanc14,,,,,,,,,,,,,,joeroe,,,,,,Packages and libraries,R,"Radiocarbon dating, calibration and sequencing",archhist-software-tool,,,,,https://archive.org/details/github.com-joeroe-cleanc14_-_2021-05-04_08-45-08
racisminarchy,"This repository provides a comprehensive dataset and accompanying R scripts used in a scholarly article investigating how racism manifests in archaeological discourse through advanced computational text analysis. By systematically collecting, preprocessing, and examining textual evidence from historical and contemporary sources, the project aims to reveal hidden biases and patterns of racism within the field. Researchers can adapt or extend the code to explore, model, and visualize text data, fostering critical conversations on ethics, equity, and representation in archaeology.",https://github.com/parkgayoung/racisminarchy,,,,,,,,,,,,,,parkgayoung,,,,,,Products,,Datasets,Ethics and professional development,archhist-software-tool,,,https://archive.org/details/github.com-parkgayoung-racisminarchy_-_2021-07-02_22-43-55
Tachy2GIS_arch,"Developed by the State Office for Archaeology in Saxony, Tachy2GIS_arch is a specialized QGIS plugin for the streamlined documentation and mapping of archaeological features. It integrates with tachymeter instruments, enabling field teams to rapidly gather, georeference, and visualize excavation data. By automating data exchange between surveying devices and QGIS, it streamlines workflows, improves data accuracy, and fosters interdisciplinary collaboration among heritage professionals.",https://github.com/Landesamt-fuer-Archaeologie-Sachsen/Tachy2GIS_arch,,,,,,,,,,,,,,Landesamt-fuer-Archaeologie-Sachsen,,,,,,Packages and libraries,QGIS,Data collection,Site mapping,archhist-software-tool,,,,,https://archive.org/details/github.com-Landesamt-fuer-Archaeologie-Sachsen-Tachy2GIS_arch_-_2021-06-29_11-41-35
Iraq_mortar,This tool is used for archaeologists or heritage professionals to transform sets of 2D images into a high-quality 3D model by leveraging advanced photo-masking processes. By automatically or semi-automatically identifying and isolating objects from backgrounds, the software ensures a cleaner and more accurate reconstruction. The result is a precise 3D representation that can be used for further analysis, documentation, and sharing among researchers and professionals. The tool is especially valuable for studying fragile or rare artifacts, preserving their details in a digital format for posterity.,https://github.com/apalmisano82/Iraq_mortar,,,,,,,,,,,,,,apalmisano82,,,,,,Packages and libraries,Python,3D modelling,Shape recognition,archhist-software-tool,,,https://archive.org/details/github.com-apalmisano82-Iraq_mortar_-_2017-03-17_18-27-31
Archaeological Ethics Database,"Archaeological Ethics Database is a thorough online portal designed to gather and organize a wide array of materials on archaeological ethics, from codes of conduct to recommended best practices, all in one accessible location. By providing curated references, guidelines, and teachings from leading professional organizations, it seeks to empower students, researchers, and practitioners to make well-informed, principled decisions in their archaeological work. The database fosters meaningful discourse on ethical standards within the archaeology community.",,,,,,,,,,,,https://archaeologicalethics.org/,,,Register of Professional Archaeologists,Chartered Institute for Archaeologists,,,,,Lists and datasets,,Ethics and professional development,,,,,,
FISH Vocabularies,FISH Vocabularies is a suite of standardized terminologies developed by the Forum on Information Standards in Heritage (FISH) to ensure consistent and accurate indexing and description of cultural heritage assets. These vocabularies cover various domains, including monument types, archaeological objects, and more, enabling heritage professionals to record data using shared definitions and improving data interoperability across institutions. They are widely used in the UK for heritage management, research, and documentation, fostering greater clarity and discoverability of historical and archaeological information.,,,,,,,,,,,,http://www.heritage-standards.org.uk/fish-vocabularies/,,,Forum on Information Standards in Heritage,,,,,,"Specifications, protocols and schemas",,Schemas and ontologies,,,,,,
ElementSourcing,"ElementSourcing is an R-based script that assists archaeologists in analyzing and interpreting elemental composition data from artifacts. By leveraging data from X-ray fluorescence or other spectrometry methods, this tool systematically collects, cleans, and analyzes chemical signals. Researchers can then infer an artifact’s origins, production methods, and authenticity through robust statistical analysis. This streamlined workflow fosters reproducibility and promotes interdisciplinary collaboration, making ElementSourcing a valuable resource for advanced archaeological research on provenance and artifact composition.",https://github.com/bischrob/ElementSourcing,,,,,,,,,,,,,,bischrob,,,,,,Scripts,R,X-Ray Fluorescence,archhist-software-tool,,,,https://archive.org/details/github.com-bischrob-ElementSourcing_-_2018-02-06_20-35-44
elemSource,"elemSource is an R package that provides a streamlined workflow for analyzing element composition data, particularly from X-Ray Fluorescence (XRF) scans. With robust functions for data import, cleaning, and transformation, it allows researchers to effectively compare and interpret elemental distributions. By integrating with specialized libraries, the package offers a flexible environment for reproducible research, making it simpler to document and share results, especially for archaeological or material sciences investigations.",https://github.com/bischrob/elemSource,,,,,,,,,,,,,,bischrob,,,,,,Packages and libraries,R,X-Ray Fluorescence,archhist-software-tool,,,,,https://archive.org/details/github.com-bischrob-elemSource_-_2020-01-06_18-15-30
CeramicApportioning,"CeramicApportioning is an R-based script designed for chronological modeling of ceramic assemblages. It accounts for site occupation periods, ceramic production intervals, and distribution popularity curves to refine the understanding of artifact deposition over time. By integrating these variables, the tool aids archaeologists in accurately partitioning ceramic data into coherent temporal slices, providing deeper insights into changes in settlement patterns and material culture. This approach enhances interpretations of site occupation sequences, trade networks, and cultural dynamics, offering a valuable methodological framework for researchers working with ceramic datasets.",https://github.com/mpeeples2008/CeramicApportioning,,,,,,,,,,,,,,mpeeples2008,,,,,,Scripts,R,Chronological modelling,Ceramic analysis,archhist-software-tool,,,https://archive.org/details/github.com-mpeeples2008-CeramicApportioning_-_2021-05-27_23-46-40
kairos,"Kairos is an R package designed for archaeologists and historians to conduct advanced chronological analyses on count data. By implementing robust statistical and computational methods, Kairos facilitates the exploration of temporal patterns, enabling researchers to interpret changes in artifacts, practices, or populations over time with a high degree of precision. The package offers multiple modeling approaches, data visualization options, and interactive tools, making it suitable for projects that require flexible customization. This software thus streamlines complex workflows, from data preparation to final interpretation, thereby enhancing the reproducibility and transparency of archaeological chronologies.",https://github.com/tesselle/kairos,,,,,,,,https://cran.r-project.org/package=kairos,,,https://packages.tesselle.org/kairos/,,10.5281/zenodo.5653896,tesselle,,,,,,Packages and libraries,R,Chronological modelling,archhist-software-tool,,,,https://archive.org/details/github.com-tesselle-kairos_-_2021-06-24_12-52-49
nexus,"Nexus is an R package designed for the chemical composition-based sourcing of archaeological and geological materials. Through integration of various analytical methods, including XRF and neutron activation analysis, the package facilitates robust data processing workflows for comparing elemental composition. It supports tasks such as data cleaning, normalizing, and statistical modeling to aid in identifying material provenance. Nexus thus enables archaeologists and researchers to interpret and visualize their chemical datasets efficiently, offering comprehensive documentation and reproducible methods for collaborative research.",https://github.com/tesselle/nexus,,,,,,,,https://cran.r-project.org/package=nexus,,,https://packages.tesselle.org/nexus/,,10.5281/zenodo.10225630,tesselle,,,,,,Packages and libraries,R,X-Ray Fluorescence,Instrumental Neutron activation analysis,archhist-software-tool,,,,https://archive.org/details/github.com-tesselle-nexus_-_2021-05-24_16-02-18
TransmissionBias,"TransmissionBias is a specialized R package that provides an agent-based model (ABM) to study the processes of cultural transmission in anthropological or historical contexts. It focuses on content, frequency, and demonstrator biases, allowing researchers to simulate how these biases shape the spread and evolution of cultural traits. By offering flexible parameter settings and customizable modeling approaches, TransmissionBias helps in understanding the underlying mechanisms behind cultural dissemination and adaptation across different groups, time periods, or geographical regions. This tool provides valuable insights into cultural processes relevant to archaeology, anthropology, and related fields.",https://github.com/masonyoungblood/TransmissionBias,,,,,,,,,,,,,,masonyoungblood,,,,,,Packages and libraries,R,Simulation,Cultural evolution,archhist-software-tool,,,,"",https://archive.org/details/github.com-masonyoungblood-TransmissionBias_-_2021-07-01_11-24-26
skeletal-sex-estimation,"This repository contains a GNU Octave function that assists researchers in estimating the biological sex of skeletal remains. By analyzing morphological measurements from ancient or modern bone samples, the function applies specialized anthropological formulas to yield statistically grounded sex estimations. Through these features, it contributes to bioarchaeological, forensic, and zooarchaeological research, enabling more accurate interpretations of skeletal data across different contexts. The tool’s flexible and open-source nature fosters collaborative advancements in anthropology and related disciplines, addressing a fundamental need in analyzing osteological collections.",https://github.com/pr0m1th3as/skeletal-sex-estimation,,,,,,,,,,,,,,pr0m1th3as,,,,,,Scripts,MATLAB,Biological anthropology,Zooarchaeology,archhist-software-tool,,,,"https://archive.org/details/github.com-pr0m1th3as-skeletal-sex-estimation_-_2020-07-15_16-36-11"
long-bone-diaphyseal-CSG-Toolkit,"long-bone-diaphyseal-CSG-Toolkit is a specialized GNU Octave package that facilitates advanced cross-sectional geometry analyses for diaphyseal long bones. By integrating user-friendly scripts with robust computational methods, it enables researchers to measure, visualize, and interpret morphological traits in anthropological or archaeological contexts. This flexible tool supports parametric modifications, batch processing, and customizable data outputs, making it ideal for comparative studies on bone adaptation, mechanical stress, or evolutionary changes. Through its data-driven approach, the toolkit fosters reproducibility and collaboration, further enhancing insights into long-bone structural properties.",https://github.com/pr0m1th3as/long-bone-diaphyseal-CSG-Toolkit,,,,,,,,,,,,,,pr0m1th3as,,,,,,Scripts,MATLAB,Biological anthropology,Zooarchaeology,archhist-software-tool,,,,https://archive.org/details/github.com-pr0m1th3as-long-bone-diaphyseal-CSG-Toolkit_-_2021-04-18_01-42-07
osteometric-sorting,"This repository provides a set of MATLAB scripts designed for osteometric sorting of human remains, enabling researchers to systematically measure, categorize, and compare osteological data. By integrating robust morphological metrics and statistical approaches, it simplifies the process of sorting fragmented or co-mingled specimens. Researchers can adapt or extend these scripts for forensic, bioarchaeological, and broader anthropological investigations, facilitating reproducible and methodical analyses.",https://github.com/pr0m1th3as/osteometric-sorting,,,,,,,,,,,,,,pr0m1th3as,,,,,,Scripts,MATLAB,Biological anthropology,Zooarchaeology,archhist-software-tool,,,https://archive.org/details/github.com-pr0m1th3as-osteometric-sorting_-_2020-05-09_00-52-46
skullanalyzer,"Skullanalyzer is a specialized script for the morphological analysis of cranial features, designed to support research in biological anthropology and zooarchaeology. By automating the extraction and measurement of cranial landmarks, this tool facilitates the comparative study of skeletal remains across various species or populations. Built in MATLAB, it helps researchers efficiently process high-resolution data, visualize morphological differences, and uncover significant variations related to evolutionary or cultural factors. Its integrated workflow streamlines data pipeline steps, from initial data capture to final analysis, making it suitable for advanced academic and field studies.",https://github.com/pr0m1th3as/skullanalyzer,,,,,,,,,,,,,,pr0m1th3as,,,,,,Scripts,MATLAB,Biological anthropology,Zooarchaeology,archhist-software-tool,,,,"",https://archive.org/details/github.com-pr0m1th3as-skullanalyzer_-_2020-04-13_19-57-16
cranial-sex-estimation-code,"cranial-sex-estimation-code is a data analysis tool for assessing a novel sex estimation approach using morphological data derived from skullanalyzer. By applying MATLAB-based statistical and computational techniques, it processes raw skeletal measurements to discern trait distributions that aid in determining sex from cranial morphology. The workflow includes data input, transformation, and results visualization, ensuring reproducible and systematic evaluations. This script provides anthropologists with a streamlined, transparent method to refine analytical methods, expand sample sizes, and compare standardized sex estimation outcomes in bioarchaeological or forensic contexts.",https://github.com/pr0m1th3as/cranial-sex-estimation-code,,,,,,,,,,,,,,pr0m1th3as,,,,,,Scripts,MATLAB,Biological anthropology,Zooarchaeology,archhist-software-tool,,,,https://archive.org/details/github.com-pr0m1th3as-cranial-sex-estimation-code_-_2020-01-31_08-05-24
non-metric-trait-analysis,"This repository provides a suite of GNU Octave functions designed for analyzing biodistance data using non-metric traits from human skeletal remains, bridging morphological, anthropological, and statistical approaches. By providing a flexible scripting environment, it facilitates the measurement of genealogical relationships or population interactions through data processing, statistical tests, and visualization. Researchers in biological anthropology, zooarchaeology, or related fields can incorporate these methods into their workflows to glean deeper insights into populations' genetic and environmental influences. This tool actively assists in analyzing, modeling, and interpreting morphological trait distributions.",https://github.com/pr0m1th3as/non-metric-trait-analysis,,,,,,,,,,,,,,pr0m1th3as,,,,,,Scripts,MATLAB,Biological anthropology,Zooarchaeology,archhist-software-tool,,,,"https://archive.org/details/github.com-pr0m1th3as-non-metric-trait-analysis_-_2018-03-08_14-05-12"
caa,"This repository offers a range of statistical techniques for analyzing archaeological data, focusing on real-world methods used in computational archaeology. Created as a course website, it introduces the fundamentals of data manipulation, visualization, and hypothesis testing, while demonstrating how these methods can enhance archaeological research. It includes sample datasets, code examples, and tutorial materials designed for researchers and students. By guiding users through hands-on exercises and detailed explanations, it fosters a deeper understanding of how to apply quantitative approaches to archaeological inquiries.",https://github.com/BernCoDALab/caa,,,,,,,,,,,,,,BernCoDALab,,,,,,Guides,,Educational resources and practical guides,archhist-software-tool,,,,https://archive.org/details/github.com-BernCoDALab-caa_-_2021-06-23_13-44-53
pta_data,"pta_data provides researchers and the general public with a freely accessible repository of historical Christian texts from the Patristic era, offering a central location for collecting, preserving, and sharing these critical materials. The archive covers various languages, authors, and genres, and aims to facilitate scholarly study and cross-disciplinary discourse by supplying standardized text formats and metadata. As a digital resource, pta_data promotes improved accessibility and long-term preservation of invaluable primary sources.",https://github.com/PatristicTextArchive/pta_data,,,,,,,,,,,https://pta.bbaw.de/pta/,,,PatristicTextArchive,,,,,,Lists and datasets,,Literary analysis and epigraphy,Datasets,,,,,https://archive.org/details/github.com-PatristicTextArchive-pta_data_-_2021-05-06_16-45-24
p2pPerm,"p2pPerm is an R-based script that extends the functionality of the rcarbon package by retrieving metrics for resistance and resilience from permTest objects. By processing radiocarbon date permutations, p2pPerm helps researchers interpret archaeological and historical datasets by evaluating levels of temporal variability. The tool’s focus on robust statistical analysis supports a deeper understanding of how data patterns change over time. With p2pPerm, archaeologists can streamline methodological workflows and produce more accurate inferences, thereby enhancing the overall reliability of radiocarbon-based studies in cultural heritage research.",https://github.com/philriris/p2pPerm,,,,,,,,,,,,,,philriris,,,,,,Scripts,R,"Radiocarbon dating, calibration and sequencing","Statistical analysis","archhist-software-tool",,,,"https://archive.org/details/github.com-philriris-p2pPerm_-_2021-07-02_10-58-34
Near-Presence-Analysis,"Near-Presence-Analysis is an R script created to help archaeologists and researchers systematically evaluate presence or absence data in irregularly distributed survey units. By analyzing distribution patterns and frequencies across different contexts, the tool assists in identifying potential biases, highlighting significant clusters, and revealing underlying structure. The script streamlines the data cleaning, transformation, and processing stages, enabling advanced statistical and spatial insights. It’s particularly useful for large-scale archaeological projects that rely on presence/absence data to interpret patterns in artifact distribution, site usage, or settlement organization.","https://github.com/eweaverdyck/Near-Presence-Analysis",,,,,,,,,,,,,,"eweaverdyck",,,,,,"Scripts","R","Statistical analysis","Spatial analysis","archhist-software-tool",,,"",https://archive.org/details/github.com-eweaverdyck-Near-Presence-Analysis_-_2021-06-11_19-30-34
Arothron,"Arothron is an R-based suite of methods for Virtual Anthropology, offering tools to construct virtual endocasts, align disarticulated 3D models, and convert file formats for morphological analyses. By automating the processes of image-based shape reconstruction and comparison, Arothron streamlines both data collection and analysis, making it simpler to visualize, quantify, and extract morphological features from skeletal remains or other anatomical specimens. As such, it's well-suited for zooarchaeological or paleoanthropological studies investigating shape variation, functional morphology, or evolutionary patterns across diverse taxa.",https://github.com/AProfico/Arothron,,,,,,,,,,,,,,Arothron,,,,,,Packages and libraries,R,Biological anthropology,Zooarchaeology,Shape recognition,3D modelling,archhist-software-tool,,https://archive.org/details/github.com-AProfico-Arothron_-_2019-04-26_10-53-43
CSGR,"CSGR (Cross-Sectional Geometry Tool) is an R-based software that automates the extraction of long bone cross-sections from volumetric data, generating cortical thickness maps and biomechanically pertinent cross-sectional geometric properties. Developed by anthropologists, CSGR helps researchers explore morphological variations in skeletal remains by measuring critical indicators of bone strength, shape, and adaptation. These insights illuminate how skeletal forms change across different populations and time periods, bridging morphological evidence with anthropological and archaeological interpretations. The tool’s robust integration with established practices makes it an asset in osteological and related research.",https://github.com/Arothron/CSGR,,,,,,,,,,,,,,Arothron,,,,,,Scripts,R,Biological anthropology,Zooarchaeology,Shape recognition,3D modelling,archhist-software-tool,,https://archive.org/details/github.com-Arothron-CSGR_-_2018-09-12_11-05-11
kriging,"These scripts implement kriging, a geostatistical methodology for interpolating spatial data. Designed for ethnographic and archaeological research, they help map and predict data trends across geographic locations, enabling researchers to derive meaningful insights from incomplete datasets. Features include robust interpolation, handling of large data sets, and straightforward integration with R-based workflows. Archaeologists use these scripts to better understand site distributions, resource availability, and cultural phenomena. By generating accurate predictions and visualizations, these codes facilitate deeper spatial analysis and hypothesis testing in historical and anthropological studies.",https://github.com/cl379/kriging,,,,,,,,,,,,,,cl379,,,,,,Scripts,R,Statistical analysis,archhist-software-tool,,,,,https://archive.org/details/github.com-cl379-kriging_-_2015-05-04_10-58-32
Geostat,"Geostat is a suite of R scripts aimed at facilitating geostatistical analysis within ethnographic and archaeological research contexts. By integrating robust spatial data handling and advanced statistical methods, Geostat enables researchers to model, visualize, and interpret spatial distributions of cultural or historical artifacts, ecological sites, and more. The tool streamlines data processing workflows, promotes reproducible analysis, and fosters collaboration among scholars seeking to uncover meaningful spatial patterns.",https://github.com/cl379/Geostat,,,,,,,,,,,,,,cl379,,,,,,Scripts,R,Statistical analysis,Spatial analysis,archhist-software-tool,,,,"https://archive.org/details/github.com-cl379-Geostat_-_2014-11-10_16-24-57"
spDates,"spDates is an R package that provides robust methods for analyzing spatiotemporal patterns in radiocarbon data. It incorporates calibration, modeling, and simulation features to investigate how radiocarbon-dated events vary across geographic locations. By leveraging spatial statistics and advanced computational tools, spDates facilitates a deeper understanding of temporal dynamics in archaeological or paleontological research contexts, enabling researchers to identify and interpret spatial gradients in radiocarbon dates. This package can also integrate with mapping platforms to visualize results, making it an essential resource for scholars seeking to contextualize their chronological datasets regionally or globally.",https://github.com/jgregoriods/spDates,,,,,,,,,,,,,,jgregoriods,,,,,,Packages and libraries,R,"Radiocarbon dating, calibration and sequencing",Spatial analysis,Statistical analysis,archhist-software-tool,,https://archive.org/details/github.com-jgregoriods-spDates_-_2021-06-16_08-03-29
rxpand,"rxpand is an R package that provides a curated dataset of 2,762 radiocarbon dates from 1,023 archaeological sites in tropical South America, focusing on the material cultures related to the spread of polyculture agroforestry and ceramics. It empowers researchers to load pre-prepared data into SpatialPointsDataFrame objects, visualize them, and conduct mapping, classification, and further data analysis, making it more than just a static dataset. The resource is part of the ExPaND project and is continuously updated with new relevant references.",https://github.com/jgregoriods/rxpand,,,,,,,,,,,,,,jgregoriods,,,,,,Lists and datasets,R,Datasets,"Radiocarbon dating, calibration and sequencing","archhist-software-tool",,,,"",https://archive.org/details/github.com-jgregoriods-rxpand_-_2021-06-16_08-05-37
katun,Katun is a specialized toolkit that provides functionalities for converting or analyzing chronological data between the Mesoamerican Maya Long Count calendar and the Western Gregorian or Julian calendars. By bridging these distinct temporal systems, Katun supports researchers, archaeologists, and historians in accurately correlating significant historical events and cultural timelines, enabling deeper insights into Mesoamerican chronology. Through an intuitive interface, it handles data input, automatically transforms date entries, and outputs precise conversions. This assists in cross-referencing data from various sources, simplifying the otherwise complex task of reconciling dual calendar systems.,https://github.com/jgregoriods/katun,,,,,,,,,,,https://jgregoriods.github.io/katun/,,,jgregoriods,,,,,,Standalone software,,Chronological modelling,archhist-software-tool,,,,,https://archive.org/details/github.com-jgregoriods-katun_-_2021-05-27_03-02-18
maya-calendar,"This library provides robust tools that enable researchers, historians, and archaeologists to seamlessly convert dates between the Maya calendar system and the Western (Gregorian) calendar. By incorporating recognized conventions for representing Maya long count, Tzolk'in, and Haab cycles, this software allows for precise cross-referencing of chronological data. As a result, it facilitates in-depth historical analysis, timeline synchronization, and comparisons across distinct cultural frameworks tied to Mesoamerican studies.",https://github.com/jgregoriods/maya-calendar,,,,,,,,,,,https://jgregoriods.github.io/maya-calendar/dist/,,,jgregoriods,,,,,,Standalone software,,Chronological modelling,archhist-software-tool,,,,,https://archive.org/details/github.com-jgregoriods-maya-calendar_-_2021-05-27_02-40-14
chronochrt,"Chronochrt is an R package designed to facilitate the creation of chronological charts and timelines for research in archaeology, history, and related fields. By streamlining data processing and providing built-in visualization tools, Chronochrt enables users to generate accurate, customizable timelines that support meaningful data interpretation. Researchers can effectively analyze temporal relationships, uncover patterns, and highlight crucial events or intervals. With a focus on user-friendly functions and clear documentation, Chronochrt helps scholars confidently manage complex chronological datasets, leading to deeper insights within academic studies or public dissemination.",,,https://gitlab.com/roset/chronochrt,,,,,,https://cran.r-project.org/package=chronochrt,,,,,,roset,,,,,,Packages and libraries,R,Chronological modelling,archhist-software-tool,,,,,
3D libraries of ships,This collection provides a comprehensive set of historically accurate 3D models of ships from the classical era. Developed by maritime digital heritage specialists, the resource aims to help archaeologists, historians, and educators visualize the architecture, rigging, and seafaring technologies of ancient times. Each model is accompanied by meticulous detail reflecting scholarly research on ancient maritime cultures, enabling a deeper understanding of seafaring practices. By offering these digital reconstructions, the collection supports immersive learning experiences, fosters collaboration among researchers, and enriches public engagement with maritime archaeology.,,,,,,,,,,,,https://imareculture.eu/downloads/project-tools/3d-libraries-of-ships/,,,iMare Culture,,,,,,Lists and datasets,,3D modelling,Datasets,,,,,
ArboDat,"A comprehensive software solution designed to manage, analyze, and document archaeobotanical data from excavation contexts. Researchers can input samples, track metadata, and evaluate the results using integrated statistical or interpretive tools. By unifying data capture with analysis in a single package, ArboDat streamlines workflows, encourages standardized recording, and promotes more robust conclusions. The software also facilitates data comparisons across different projects, making it an essential resource for professionals investigating past human-plant interactions.",,,,,,,,,,,,https://nihk.de/en/research/current-projects/arbodat-ape,,,Angela Kreuz,,,,,,Standalone software,,Palaeobotany,Data management,archhist-software-tool,,,,
xronos.R,"Xronos.R is an R-based platform that centralizes and processes chronological data from archaeological contexts worldwide, with a special focus on radiocarbon and dendrochronological records. It offers tools for data calibration, cleaning, and statistical analysis, enabling researchers to compare, interpret, and refine chronological frameworks across multiple sites and time periods. By integrating robust data management with advanced methods, Xronos.R aims to streamline research workflows and encourage collaboration. Its flexible, open-source structure promotes reproducible science and ensures broad accessibility for archaeology and related historical sciences.",https://github.com/xronos-ch/xronos.R,,,,,,,,,,,https://xronos.ch,,,xronos-ch,,,,,,Packages and libraries,R,"Radiocarbon dating, calibration and sequencing",Datasets,archhist-software-tool,,,"",
