item_name,description,github,gist,gitlab,bitbucket,launchpad,twitter,youtube,blogpost,cran,pypi,codeberg,website,publication,DOI,author1_name,author2_name,author3_name,author4_name,author5_name,author6_name,category,platform,tag1,tag2,tag3,tag4,tag5,notes,internetarchive
tipom,"TIPOM is an R package implementing a methodology originally developed in the 1960s by Bernardino Bagolini to analyze lithic artifacts by measuring their length, width, and thickness. Through this approach, TIPOM helps researchers classify artifacts into discrete groups, allowing them to infer possible functions or usage patterns. By systematically applying dimensional measurements, the tool offers a systematic approach to morphological analysis. TIPOM aids archaeologists in generating standardized, reproducible data and fosters deeper insights into ancient manufacturing techniques and usage behaviors, ultimately contributing to more nuanced interpretations in archaeological research.",,,,,,,,,https://cran.r-project.org/package=tipom,,https://codeberg.org/steko/tipom,,,,iosa,,,,,,Packages and libraries,R,Artefact morphology,archhist-software-tool,,,,,
kotyle,"Kotyle is a Python-based tool designed to calculate the capacity of ancient ceramic vessels, such as amphorae, based on their dimensions. By combining geometric calculations with archaeological data, it allows researchers or enthusiasts to accurately estimate the volume of a container, providing insights into trade, consumption, and cultural practices in antiquity. The package utilizes shape parameters and mathematical modeling to process input measurements, delivering meaningful, reproducible results that can be integrated into broader archaeological and historical analyses.",,,,,,,,,,,https://codeberg.org/steko/kotyle,https://kotyle.readthedocs.io/en/latest/,,,iosa,,,,,,Packages and libraries,Python,Artefact morphology,Ceramic analysis,archhist-software-tool,,,,https://archive.org/details/codeberg.org-steko-kotyle_-_2020-06-23_23-00-02
sdsbrowser,the sdsbrowser is an R Shiny WebApp developed to make the available SDS datasets (following the Systematic and Digital Documentation of Stone Artefacts recording system) more accessible. Through interactive visualizations it offers insights into the spatial and temporal scope of sites previously analyzed with SDS and the distribution of artifacts within those sites. This tool not only displays data but also provides an intuitive interface for exploring and analyzing these datasets; allowing researchers to quickly identify patterns and relationships among artifact attributes.,https://github.com/Johanna-Mestorf-Academy/sdsbrowser,,,,,,,,,,,http://sds.ufg.uni-kiel.de/,,,Johanna-Mestorf-Academy,,,,,,Scripts,R,Artefact morphology,archhist-software-tool,,,,,https://archive.org/details/github.com-Johanna-Mestorf-Academy-sdsbrowser_-_2018-12-12_12-44-35
sdsanalysis,"sdsanalysis is a robust, R-based package that serves as the backbone of the sdsbrowser web application, providing advanced data processing and statistical capabilities for stone artefact datasets. By automating key analytical steps, it enables researchers to examine morphological, typological, and functional aspects of SDS stone artefacts with efficiency. Designed for integration into archaeological workflows, sdsanalysis can produce insightful visualizations and comprehensive reports, thus supporting rigorous scientific inquiry and data-driven artifact studies.",https://github.com/Johanna-Mestorf-Academy/sdsanalysis,,,,,,,,,,,,,,Johanna-Mestorf-Academy,,,,,,Packages and libraries,R,Artefact morphology,archhist-software-tool,,,,,https://archive.org/details/github.com-Johanna-Mestorf-Academy-sdsanalysis_-_2018-12-13_13-20-29
rtefact,"This R package provides a suite of methods for analyzing time-series data, morphological shapes, and other quantitative properties of archaeological artefacts. The tool enables researchers to investigate artifact variation over time and space by applying statistical and machine learning techniques. By offering robust functionalities for data visualization, modeling, and shape analysis, it supports comprehensive explorations of how artifacts evolve, their cultural significance, and patterns of technological change, fostering deeper insights into archaeological datasets.",https://github.com/ahb108/rtfact,,,,,,,,,,,,,,ahb108,,,,,,Packages and libraries,R,Artefact morphology,archhist-software-tool,,,,,https://archive.org/details/github.com-ahb108-rtfact_-_2021-01-25_09-24-54
lithic3dslicer,"Lithic3dslicer is an R-based script that facilitates the slicing and segmentation of 3D meshes (.obj) of lithic artifacts for morphological analysis. This tool is particularly useful for researchers and archaeologists focused on capturing detailed cross-sections of flake scars, edges, and overall geometry. By generating precise slices from 3D scans, it aids in measuring tool volume, thickness, and other morphological attributes, thereby enabling more robust statistical comparisons and quantitative analyses. The script helps standardize data collection and visualization, allowing better reproducibility and reliability for lithic research.",https://github.com/kotdijian/lithic3dslicer,,,,,,,,,,,,,,kotdijian,,,,,,Scripts,R,Artefact morphology,archhist-software-tool,,,,,https://archive.org/details/github.com-kotdijian-lithic3dslicer_-_2019-06-23_01-39-40
Vessel-Measuring-Tool,"Vessel-Measuring-Tool is a specialized program designed to assist archaeologists and researchers in accurately measuring the capacity and weight of ancient vessels. By digitizing and analyzing archeological drawings, the software helps investigate the functional properties, manufacturing techniques, and trade dynamics associated with pottery and other container artifacts. The output includes precise volumetric data, enabling deeper insights into historical usage, production methods, and economic exchange networks. This efficient tool streamlines image import, data processing, and final results.",https://github.com/alessandrobattisti/Vessel-Measuring-Tool,,,,,,,,,,,https://alessandrobattisti.github.io/Vessel-Measuring-Tool/#/,,,alessandrobattisti,,,,,,Standalone software,,Artefact morphology,archhist-software-tool,,,,,https://archive.org/details/github.com-alessandrobattisti-Vessel-Measuring-Tool_-_2020-01-09_10-32-30
BAM,"BAM is a powerful, open-source toolkit designed to facilitate geospatial analysis, literary network visualization, and the mapping of ancient texts across the Mediterranean region. It allows researchers to upload or retrieve data depicting historical locations, track relationships between texts or authors, and create dynamic, interactive visualizations. By combining advanced geospatial functionalities with text-based analysis, it offers new ways to investigate cultural, political, and literary connections from antiquity. Researchers can also integrate external data sets, expanding the platform’s utility for cross-disciplinary explorations of the ancient world.",https://github.com/Big-Ancient-Mediterranean/BAM,,,,,,,,,,,,,,Big-Ancient-Mediterranean,,,,,,Standalone software,,Literary analysis and epigraphy,archhist-software-tool,,,,,https://archive.org/details/github.com-Big-Ancient-Mediterranean-BAM_-_2018-09-16_12-29-16
shapAAR,"shapAAR is an R package that systematically extracts, analyzes, and classifies the shapes of archaeological objects from scanned images, streamlining morphological research and facilitating quantitative comparisons. Catering to a broad range of artifacts, including ceramic vessels and arrowheads, shapAAR provides robust tools for profile detection, measurement, and pattern recognition. By integrating advanced algorithms with an intuitive workflow, it empowers researchers to refine their data-driven insights into artifact shape variability and support reproducible analyses across diverse historical datasets.",https://github.com/ISAAKiel/shapAAR,,,,,,,,,,,,,,ISAAKiel,,,,,,Packages and libraries,R,Shape recognition,archhist-software-tool,,,,,https://archive.org/details/github.com-ISAAKiel-shapAAR_-_2020-07-08_15-22-23
artefact-morpho.R,"artefact-morpho.R is an open-source R script to systematically convert black-and-white silhouettes of archaeological artefacts into numeric matrices, enabling researchers to perform morphological analyses. By leveraging Elliptical Fourier descriptors, the tool calculates shape-related features and provides functionalities for dimensionality reduction via Principal Component Analysis (PCA), as well as assessing group differences using MANOVA. This script supports robust statistical comparisons of artefact shapes, facilitating an enhanced understanding of morphological variability in archaeological contexts.",,https://gist.github.com/benmarwick/6260541,,,,,,,,,,,,,benmarwick,,,,,,Scripts,R,Shape recognition,archhist-software-tool,,,,,https://archive.org/details/gist.github.com-6260541_-_2015-12-21_05-58-59
ceramic-computation,"This repository provides a set of R scripts dedicated to digitizing, processing, analyzing, and comparing archaeological ceramic 2D profile drawings, photographs, and other related data. By leveraging advanced shape recognition and analysis techniques, these tools enable researchers to more accurately document, visualize, and interpret ceramic assemblages, facilitating deeper insights into archaeological research contexts and material culture.",https://github.com/anatolian/ceramic-computation,,,,,,,,,,,,,,anatolian,,,,,,Scripts,R,Shape recognition,Ceramic analysis,archhist-software-tool,,,,https://archive.org/details/github.com-anatolian-ceramic-computation_-_2017-10-19_23-59-22
synthkat,"A Python-based tool for generating synthetic categories to compare archaeological ceramic vessels, focusing on shape recognition and morphological similarities. The script helps researchers systematically analyze vessel forms, facilitating cross-cultural comparisons and classification. By automating shape analysis and enabling the exploration of visual and statistical characteristics, SynthKat supports advanced data-driven interpretations. Through transparent documentation and dynamic data manipulation, the tool fosters reproducible workflows, making it well-suited for archaeologists, historians, and museum specialists who seek robust, quantitative methods for examining pottery across diverse contexts.",https://github.com/scollinselliott/synthkat,,,,,,,,,,,,,,scollinselliott,,,,,,Scripts,Python,Shape recognition,archhist-software-tool,,,,,https://archive.org/details/github.com-scollinselliott-synthkat_-_2017-01-18_06-25-18
murature,"This Python library aims to facilitate the study and documentation of stone walls by performing quantitative, spatial analysis of individual stones, enabling researchers to identify patterns in architecture or construction methods. By automating data collection and providing visualization metrics, it helps advance historical, archaeological, and structural analysis in academic and heritage contexts.",,,,,,,,,,,https://codeberg.org/steko/murature,,,,steko,iosa,,,,,Packages and libraries,Python,Shape recognition,archhist-software-tool,,,,,https://archive.org/details/codeberg.org-steko-murature_-_2020-06-22_14-12-21
CeraMatch,"CeraMatch is an open-source Python application designed for archaeologists to analyze and classify digitized ceramic vessel fragments based on shape. By employing shape-matching algorithms, it quantifies similarities or differences among ceramics, groups similar pieces via hierarchical clustering, and offers a graphical user interface for reorganizing clusters and refining classifications. Researchers can assign likelihoods for each vessel to specific clusters, supporting a probabilistic approach to ceramic typology. Documented in Demján et al. (2022), this tool streamlines morphological comparisons and fosters a reproducible, data-driven workflow for archaeological pottery analysis.",https://github.com/demjanp/CeraMatch,,,,,,,,,,,,,,demjanp,,,,,,Packages and libraries,Python,Shape recognition,Ceramic analysis,archhist-software-tool,,,,https://archive.org/details/github.com-demjanp-CeraMatch_-_2021-01-26_21-06-30
CuneiPainter,"CuneiPainter is an Android application that helps identify cuneiform characters in real-time. Designed for archaeologists and researchers, the app employs advanced image recognition algorithms to analyze photographs or scanned images of cuneiform tablets, highlighting each symbol for further study. By automating the process of character identification, it accelerates text decipherment and fosters better understanding of ancient Mesopotamian writings, bridging the gap between cutting-edge technology and historical scholarship.",https://github.com/situx/CuneiPainter,,,,,,,,,,,https://situx.github.io/CuneiPainter/,,,situx,,,,,,Packages and libraries,Mobile app,Shape recognition,archhist-software-tool,,,,,https://archive.org/details/github.com-situx-CuneiPainter_-_2020-10-06_14-40-31
recexcavAAR,"recexcavAAR is an R package designed to facilitate the three-dimensional reconstruction and documentation of archaeological excavations. By blending advanced photogrammetry techniques and specialized data processing workflows, this tool assists researchers in analyzing, visualizing, and interpreting stratigraphic sequences, artifact distributions, and excavation geometries. With a range of built-in functions for data import, transformation, and 3D rendering, recexcavAAR supports reproducible research in archaeological contexts. By automating tasks like digital layering and volumetric calculations, it enables more efficient data comparison and fosters collaborative studies in academic or field-based research settings.",https://github.com/ISAAKiel/recexcavAAR/,,,,,,,,https://cran.r-project.org/package=recexcavAAR,,,,,,ISAAKiel,,,,,,Packages and libraries,R,3D modelling,archhist-software-tool,,,,,https://archive.org/details/github.com-ISAAKiel-recexcavAAR_-_2020-07-09_13-15-10
Lithics3D,"Lithics3D is an R package designed to facilitate advanced study of archaeological lithics by offering comprehensive tools for processing, analyzing, and visualizing three-dimensional surface scans. By integrating geometric morphometrics, point cloud data handling, and specialized algorithms, it allows researchers to examine artifact shape variation, identify production techniques, and explore tool use-wear patterns. This software streamlines the workflow from raw scan data to publishable insights, enabling reproducible research and collaborative data sharing in digital archaeology. With user-friendly functions and extensive documentation, Lithics3D enhances both the accessibility and rigor of lithic analysis through modern computational methods.",https://github.com/cornelmpop/Lithics3D,,,,,,,,,,,,,,cornelmpop,,,,,,Packages and libraries,R,3D modelling,archhist-software-tool,,,,,https://archive.org/details/github.com-cornelmpop-Lithics3D_-_2019-05-03_13-16-34
3d-ceramics,"3D-Ceramics is a curated collection of three-dimensional models focusing on Roman pottery and other archaeological ceramics. The repository aims to provide detailed digital reconstructions that can be used by archaeologists, historians, and educators for visualization, analysis, or virtual exhibitions. Each model is carefully documented, showcasing unique characteristics of ancient ceramic forms and styles. Currently, the project highlights African Red Slip and Phocaean Red Slip wares, offering interactive viewing options via X3dom. These models serve as valuable references, enabling the study and sharing of material culture beyond traditional physical spaces.",https://github.com/sfsheath/3d-ceramics,,,,,,,,,,,,,,sfsheath,,,,,,Lists and datasets,,3D modelling,Ceramic analysis,,,,,https://archive.org/details/github.com-sfsheath-3d-ceramics_-_2014-11-19_20-50-10
italy-3d-amphitheaters,"italy-3d-amphitheaters is a repository that includes a 3D visualization of amphitheaters in central Italy using Three.js, Qgis2threejs, and front-end web technologies such as HTML, CSS, and JavaScript. The repository is primarily a static resource that showcases exported geospatial data from QGIS in an interactive 3D environment. Users can explore the amphitheaters' geometry and layout through a browser-based interface. While it demonstrates a method for visualizing archaeological sites in three dimensions, it does not include scripts for advanced data processing or dynamic analysis.",https://github.com/sfsheath/italy-3d-amphitheaters,,,,,,,,,,,,,,sfsheath,,,,,,Lists and datasets,,3D modelling,,,,,,https://archive.org/details/github.com-sfsheath-italy-3d-amphitheaters_-_2018-01-21_04-52-13
cherish,"Cherish is a specialized software that helps archaeologists, historians, and designers to visually reconstruct and analyze historical, urban, and archaeological structures in three-dimensional space. By integrating and manipulating a wide range of data types, including photographs, sketches, point clouds, and textual annotations, Cherish enables users to explore complex environments, document details, and better comprehend the spatial context of each site. Through image-based modeling, it facilitates the creation of immersive 3D models that preserve critical heritage information, thereby bridging the gap between raw data and fully realized reconstructions for academic research, museum exhibits, or heritage conservation.",https://github.com/vicrucann/cherish,,,,,,,,,,,,,,vicrucann,,,,,,Standalone software,,3D modelling,archhist-software-tool,,,,,
meshlab,"MeshLab is an open-source software that provides a comprehensive set of tools for processing and editing 3D triangular meshes. Widely used in archaeological and cultural heritage research, it allows researchers to perform tasks such as mesh simplification, cleaning, segmentation, texture mapping and 3D rendering. By enabling the creation of orthographic views and accurate measurements, MeshLab supports data visualization, reconstruction, and detailed analysis of 3D models. This makes it ideal for scholarly publication and in-depth examination of archaeological artifacts.",https://github.com/KevinCain/meshlab,,,,,,,,,,,,,,KevinCain,,,,,,Standalone software,Meshlab,3D modelling,archhist-software-tool,,,,,https://archive.org/details/github.com-KevinCain-meshlab_-_2016-10-29_04-39-53
rti,"This suite of scripts and tools is designed to streamline Reflectance Transformation Imaging (RTI) workflows, assisting researchers in capturing, processing, and analyzing multiple images taken under varied lighting conditions. The software includes custom-built routines that automate complex tasks from camera setup to output generation, ensuring seamless integration of data. Developed primarily for archaeological and historical studies, it provides advanced methods for examining surface details, producing detailed visualizations that aid in artifact analysis and preservation.",https://github.com/kmartinez/rti,,,,,,,,,,,https://custom-imaging.co.uk/software/,,,kmartinez,,,,,,Scripts,Python,Photogrammetry,archhist-software-tool,,,,,https://archive.org/details/github.com-kmartinez-rti_-_2019-05-29_15-38-12
RTIBuilder,"RTIBuilder is a specialized software tool designed for generating Reflectance Transformation Imaging (RTI) files from a set of captured images. It offers an intuitive interface to a range of processing tools that combine photos using Hemispherical Harmonics (HSH) fitting technology, revealing fine surface details not easily visible under normal lighting. This process is widely used in the cultural heritage and archaeology fields for analyzing artifacts, inscriptions, and artworks, enabling researchers to better document and study important historical objects.",,,,,,,,,,,,http://culturalheritageimaging.org/What_We_Offer/Downloads/Process/index.html,,,culturalheritageimaging,,,,,,Standalone software,,Photogrammetry,archhist-software-tool,,,,,
RTIViewer,"RTIViewer is a specialized software that allows for interactive exploration and analysis of Reflectance Transformation Imaging (RTI) data, including Polynomial Texture Maps, Hemispherical Harmonics Maps, and Multiview RTI. By dynamically altering the lighting conditions and reflectance properties, users can reveal and highlight subtle surface details in heritage artifacts or research imagery. It supports both local and remote sources via HTTP, providing researchers with powerful visualization capabilities. With RTIViewer, scholars and professionals can enhance their understanding of historical objects by uncovering hidden features, aiding in documentation, conservation, and study.",,,,,,,,,,,,http://culturalheritageimaging.org/What_We_Offer/Downloads/View/index.html,,,culturalheritageimaging,,,,,,Standalone software,,Photogrammetry,archhist-software-tool,,,,,
photogrammetry_datasets,"Photogrammetry Datasets is a curated collection of image sets and 3D reconstructions designed to support photogrammetric workflows and research. It includes data from various objects, environments, and conditions, enabling experimentation, reproducibility, and method comparison. By providing high-quality, real-world content, it helps professionals and hobbyists test algorithms, refine processes, and validate new techniques in digital heritage and cultural preservation. Researchers in fields such as archaeology and architecture can leverage these examples to gain deeper insights, ensuring more accurate and consistent photogrammetric results.",https://github.com/natowi/photogrammetry_datasets,,,,,,,,,,,,,,culturalheritageimaging,,,,,,Lists and datasets,,Photogrammetry,,,,,,https://archive.org/details/github.com-natowi-photogrammetry_datasets_-_2020-11-19_10-57-37
photogrammetry-object-scannner,"This specialized solution streamlines the process of capturing and processing images in a structured manner to generate photogrammetry datasets. Designed for seamless communication between an Android device and a Raspberry Pi-based scanning setup, it automates the scanning of objects from multiple angles, enabling detailed 3D modeling for research or documentation purposes. Its straightforward workflow makes it accessible for users seeking to create high-quality 3D representations of physical items quickly and efficiently.",https://github.com/anatolian/photogrammetry-object-scannner,,,,,,,,,,,,,,anatolian,,,,,,Standalone software,,Photogrammetry,,,,,,https://archive.org/details/github.com-anatolian-photogrammetry-object-scannner_-_2019-06-22_03-21-09
ARFloorPlanApp,"ARFloorPlanApp is an open-source augmented reality application that helps users create and visualize floorplans quickly and accurately. By harnessing the power of AR technology, the app overlays virtual floorplan dimensions onto real-world environments in real time, allowing users to measure and capture space configurations on mobile devices. With an intuitive interface, it simplifies tasks like property planning, interior design, or remodeling. Users can adapt the resulting plans, share them with collaborators, or export them for further analysis, ensuring a seamless workflow for professionals and enthusiasts alike.",https://github.com/carlsun98/ARFloorPlanApp,,,,,,,,,,,,,,carlsun98,,,,,,Standalone software,,Augmented reality,,,,,,https://archive.org/details/github.com-carlsun98-ARFloorPlanApp_-_2018-07-27_22-02-36
arshm-release,"This experimental mobile application showcases advanced heritage documentation capabilities using augmented reality for cultural and historical sites. By enabling users to capture, annotate, and visualize photographs in a 3D environment, the app provides innovative approaches to data collection and analysis. Key features include surface drawing, image anchoring, and real-time spatial placement for immersive documentation projects.",https://github.com/zacharyliu/arshm-release,,,,,,,,,,,,,,zacharyliu,,,,,,Packages and libraries,Mobile app,Augmented reality,archhist-software-tool,,,,,https://archive.org/details/github.com-zacharyliu-arshm-release_-_2018-07-27_23-22-39
DroneSurveyPlanner,"DroneSurveyPlanner is a LibreOffice Calc spreadsheet that supports users in organizing drone-based mapping projects for collecting geospatial data. The tool helps plan flight lines, estimate coverage, and define camera overlap, ensuring that your aerial survey is efficient and effective. By leveraging built-in formulas and an intuitive interface, this spreadsheet aids in developing consistent flight plans and coverage patterns. It's especially beneficial for drone enthusiasts, researchers, or professionals seeking to maximize data capture and map production quality while minimizing mission time and costs.",https://github.com/isaacullah/DroneSurveyPlanner,,,,,,,,,,,http://isaacullah.github.io/DroneSurveyPlanner/,,,isaacullah,,,,,,Packages and libraries,LibreOffice Calc,Drones,Aerial and satellite imagery,,,,,https://archive.org/details/github.com-isaacullah-DroneSurveyPlanner_-_2018-01-02_23-32-47
benmarwickDY-XYZ-data-on-an-irregular-grid-to-an-interpolated-raster.r,"This R script demonstrates how to effectively process and visualize remote sensing data by converting XYZ coordinates on an irregular grid into a continuous raster surface. By leveraging R's spatial and interpolation libraries, users can seamlessly transform scattered spatial observations into a comprehensive, gridded dataset suitable for archaeological, historical, or environmental analyses. This approach supports advanced data exploration, enabling researchers to assess patterns and changes in terrain or site features over time. The script highlights a reproducible workflow for turning raw geospatial inputs into interpretable visual outputs.",,https://gist.github.com/benmarwick/7331879,,,,,,,,,,,,,benmarwick,,,,,,Scripts,R,Aerial and satellite imagery,archhist-software-tool,,,,,https://archive.org/details/gist.github.com-7331879_-_2015-12-27_20-29-23
Al2O3_AnalysisApp,"Al2O3_AnalysisApp is a specialized Shiny web application designed to process and analyze Al2O3:C measurement data, commonly used in luminescence dating or radiation dosimetry. By providing a user-friendly interface, it allows researchers to import, visualize, and interpret measurement data, facilitating robust, data-driven insights. The tool supports various analysis workflows, including background subtraction, signal calibration, and dose estimations, offering an integrated platform for scientists studying archaeological or geological samples at different time scales.",https://github.com/crp2a/Al2O3_AnalysisApp,,,,,,,,,,,,,,RLumSK,,,,,,Scripts,R,Luminescence dating,archhist-software-tool,,,,,https://archive.org/details/github.com-crp2a-Al2O3_AnalysisApp_-_2019-08-16_14-29-35
Luminescence,"Luminescence is an R package by the R-Luminescence Group providing a range of functions for analyzing and interpreting luminescence dating data. Used primarily in archaeological and geological contexts, it supports the manipulation, visualization, and statistical treatment of thermoluminescence (TL), optically stimulated luminescence (OSL), and related data. This package streamlines data-driven workflows for age determination and fosters reproducible research practices through integrated documentation and flexible data handling.",https://github.com/R-Lum/Luminescence,,,,,,,,https://cran.r-project.org/package=Luminescence,,,https://r-lum.github.io/Luminescence/,,,R-Lum,,,,,,Packages and libraries,R,Luminescence dating,archhist-software-tool,,,,,https://archive.org/details/github.com-R-Lum-Luminescence_-_2021-02-01_17-37-18
BayLum,"BayLum is an R package that integrates Bayesian modeling with optical luminescence data to provide reliable chronological estimates for geological and archaeological samples. By combining Optically Stimulated Luminescence (OSL) measurements with advanced statistical tools, it helps researchers establish robust dating frameworks for a wide range of contexts, from sediment analysis to archaeological site stratigraphy. BayLum offers comprehensive functions for data preprocessing, calibration, model fitting, and result visualization, streamlining the luminescence dating workflow. This tool is particularly valuable for disciplines requiring precise age determinations, including geoarchaeology, paleoenvironmental studies, and cultural heritage research.",https://github.com/crp2a/BayLum,,,,,,,,https://cran.r-project.org/package=BayLum,,,https://crp2a.github.io/BayLum/,,10.5281/zenodo.4311266,philippe-a,RLumSK,,,,,Packages and libraries,R,Luminescence dating,archhist-software-tool,,,,,https://archive.org/details/github.com-crp2a-BayLum_-_2021-01-03_12-01-54
RLumModel,"RLumModel is an R package that uses numerical simulations to study luminescence signals in geological and archaeological samples. By solving ordinary differential equations describing the complex processes behind luminescence, it helps researchers investigate signal behavior, understand dose rates, and refine age estimations. RLumModel acts as a computational engine for analyzing luminescence data, enabling advanced model-based approaches to date materials. Its tools are critical for those requiring robust, reproducible workflows in luminescence research.",https://github.com/R-Lum/RLumModel,,,,,,,,,,,,,,R-Lum,,,,,,Packages and libraries,R,Luminescence dating,archhist-software-tool,,,,,https://archive.org/details/github.com-R-Lum-RLumModel_-_2021-01-03_13-13-23
Rcarb,"RCarb is an R package designed to model dose rates in carbonate-rich samples, particularly in luminescence dating for geological and archaeological research. Built as a translation of the original MATLAB program Carb by Roger P. Nathan, RCarb automates calculations, reduces user error, and streamlines data handling for dose rate assessments. By integrating specialized functions, it offers a transparent and reproducible workflow, facilitating more robust analyses for chronological investigations.",https://github.com/R-Lum/RCarb,,,,,,,,,,,,,,R-Lum,,,,,,Packages and libraries,R,Luminescence dating,archhist-software-tool,,,,,https://archive.org/details/github.com-R-Lum-RCarb_-_2021-01-03_12-21-09
LumReader,"LumReader is an R package that facilitates the simulation of luminescence readers commonly used in the field of luminescence dating. By replicating the behavior of laboratory instruments, this tool helps researchers calibrate and interpret luminescence signals, enabling more accurate measurements in archaeological and geological studies. With its user-friendly design and consistent methodology, LumReader ensures reproducible results and supports advanced data manipulation and visualization. The package encourages collaborative development and fosters an environment for testing new models and analytical approaches, making it a valuable resource for the luminescence research community.",https://github.com/dstreble/LumReader,,,,,,,,,,,,,,dstreble,,,,,,Packages and libraries,R,Luminescence dating,archhist-software-tool,,,,,https://archive.org/details/github.com-dstreble-LumReader_-_2017-01-26_13-55-17
Tldating,"Tldating is an R package designed for thermoluminescence (TL) dating analysis, enabling researchers to measure and interpret the accumulated radiation dose in archaeological or geological samples. By providing specialized functions for data processing, curve fitting, and error estimation, Tldating helps scientists accurately determine the age of materials such as ceramics or sediments. This makes it an invaluable tool for archaeology, geology, and related fields, where precise dating methods are crucial to understanding the chronology of artifacts or geological events.",https://github.com/dstreble/TLdating,,,,,,,,,,,,,,dstreble,,,,,,Packages and libraries,R,Luminescence dating,archhist-software-tool,,,,,https://archive.org/details/github.com-dstreble-TLdating_-_2017-09-06_14-41-46
shiny_Tldating,"Shiny_Tldating is an R-based web application that streamlines Thermoluminescence (TL) dating for archaeological or geological samples. Researchers can load luminescence data, perform parameter calibration, and generate reliable age estimates. The app provides visualizations, data transformations, and interactive controls to help interpret the results effectively. By offering an accessible interface, Shiny_Tldating encourages reproducible workflows and fosters collaborative research in luminescence dating. Whether you are an expert or newcomer, the tool simplifies complex computations, making TL dating more approachable and transparent in interdisciplinary studies.",https://github.com/dstreble/shiny_TLdating,,,,,,,,,,,,,,dstreble,,,,,,Scripts,R,Luminescence dating,archhist-software-tool,,,,,https://archive.org/details/github.com-dstreble-shiny_TLdating_-_2016-11-02_16-04-05
DRAC-calculator,"DRAC is a Dose Rate and Age Calculator developed to compute environmental dose rates and ages for trapped charge dating applications. By harnessing advanced algorithms for luminescence and electron spin resonance data, DRAC helps archaeologists, geologists, and other researchers interpret chronological information essential to understanding the timing of events. The tool performs data processing tasks such as analyzing sample characteristics, adjusting for attenuation factors, and generating final age estimates. As an actively maintained open-source resource, DRAC offers a streamlined approach to cross-disciplinary collaboration in archaeological and geological dating research.",https://github.com/DRAC-calculator/DRAC-calculator,,,,,,,,,,,,,DRAC-calculator,,,,,,,,Standalone software,archhist-software-tool,Luminescence dating,,,,,https://archive.org/details/github.com-DRAC-calculator-DRAC-calculator_-_2016-09-07_16-22-39
shiny_DRAC,"shiny_DRAC is a user-friendly Shiny-based interface for the DRAC (Dose Rate and Age Calculator) software commonly used in luminescence dating. By simplifying the input of experimental parameters and providing instant output of dose rates and related calculations, shiny_DRAC helps archaeologists, geologists, and other researchers accelerate age estimation processes. This interface supports interactive data exploration, fosters reproducibility, and ensures that both novices and experts can conveniently handle luminescence dating tasks for diverse research applications.",https://github.com/dstreble/shiny_DRAC,,,,,,,,,,,,,,dstreble,,,,,,Standalone software,,Luminescence dating,archhist-software-tool,,,,,https://archive.org/details/github.com-dstreble-shiny_DRAC_-_2016-11-02_16-04-27
rxylib,rxylib is an R package that provides a robust wrapper for the C++ library xylib. It facilitates importing managing and analyzing data from X-ray diffractometers and luminescence systems helping scientists perform advanced research in geosciences archaeology and other fields. By bridging R's statistical capabilities with xylib's extensive data format support rxylib streamlines workflows; increases reproducibility; and encourages collaborative analysis across disciplines. It also enables easy integration with the R-Lum framework expanding its capabilities for luminescence dating data visualization and statistical interpretation.,https://github.com/R-Lum/rxylib,,,,,,,,,,,,,,R-Lum,,,,,,Packages and libraries,R,Luminescence dating,archhist-software-tool,,,,,https://archive.org/details/github.com-R-Lum-rxylib_-_2021-01-03_13-06-26
osl_calibration.r,"osl_calibration.r is an R script designed to calibrate and analyze luminescence signals. This script helps archaeologists and geologists refine Absolute Dating results from OSL (Optically Stimulated Luminescence) measurements. Through built-in data transformations and adjustments, the script accounts for environmental dose rates and sample-specific variables, ensuring more accurate chronological inferences. By actively processing raw luminescence data, the script enhances the reliability of chronological frameworks for archaeological or paleoenvironmental research. Its functionalities streamline the process of analyzing OSL signals, making it an essential methodological tool.",,https://gist.github.com/benmarwick/5f996a0f52ba1d92f76968119f941bd8,,,,,,,,,,,,,benmarwick,,,,,,Scripts,R,Luminescence dating,archhist-software-tool,,,,,https://archive.org/details/gist.github.com-5f996a0f52ba1d92f76968119f941bd8_-_2016-05-10_07-53-04
gamma,"Gamma is an R package that facilitates dose rate estimation from in situ gamma-ray spectrometry measurements, primarily intended for luminescence dating in archaeological and geological contexts. By processing raw spectral data and accounting for environmental factors, it generates accurate dose rates, which are critical for establishing the chronology of sediments, artifacts, or geological formations. This active computational approach streamlines data analysis, fosters reproducibility, and provides robust results for archaeological and historical science research.",https://github.com/crp2a/gamma,,,,,,,,https://cran.r-project.org/package=gamma,,,https://crp2a.github.io/gamma/,,10.5281/zenodo.2652393,nfrerebeau,,,,,,Packages and libraries,R,Luminescence dating,archhist-software-tool,,,,,https://archive.org/details/github.com-crp2a-gamma_-_2021-01-14_11-31-46
